name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Saccharibacillus brassicae	2583377	S	2169	135	2304	0.00025
Cohnella candidum	2674991	S	569	58	627	0.00007
Cohnella sp. LGH	1619153	S	459	59	518	0.00006
Cohnella herbarum	2728023	S	339	57	396	0.00004
Cohnella cholangitidis	2598458	S	261	40	301	0.00003
Cohnella abietis	2507935	S	98	13	111	0.00001
Aneurinibacillus sp. B1	2966586	S	240	0	240	0.00003
Aneurinibacillus sp. Ricciae_BoGa-3	3022697	S	220	0	220	0.00002
Aneurinibacillus soli	1500254	S	251	422	673	0.00007
Thermobacillus composti	377615	S	620	87	707	0.00008
Bacillus amyloliquefaciens	1390	S	521	1638	2159	0.00024
Bacillus velezensis	492670	S	434	1253	1687	0.00019
Bacillus siamensis	659243	S	83	58	141	0.00002
Bacillus paralicheniformis	1648923	S	761	89	850	0.00009
Bacillus atrophaeus	1452	S	372	54	426	0.00005
Bacillus subtilis	1423	S	235	1292	1527	0.00017
Bacillus vallismortis	72361	S	197	41	238	0.00003
Bacillus mojavensis	72360	S	74	11	85	0.00001
Bacillus halotolerans	260554	S	27	12	39	0.00000
Bacillus inaquosorum	483913	S	65	49	114	0.00001
Bacillus tequilensis	227866	S	49	5	54	0.00001
Bacillus licheniformis	1402	S	46	125	171	0.00002
Bacillus spizizenii	96241	S	30	8	38	0.00000
Bacillus sp. S3	486398	S	233	17	250	0.00003
Bacillus sp. Y1	352858	S	212	16	228	0.00003
Bacillus sp. FJAT-18017	1705566	S	172	12	184	0.00002
Bacillus sp. FJAT-42376	2014076	S	162	12	174	0.00002
Bacillus sp. 1NLA3E	666686	S	161	12	173	0.00002
Bacillus sp. FJAT-22090	1581038	S	146	19	165	0.00002
Bacillus sp. OxB-1	98228	S	142	19	161	0.00002
Bacillus sp. KH172YL63	2709784	S	122	10	132	0.00001
Bacillus sp. THAF10	2587848	S	122	6	128	0.00001
Bacillus sp. DX3.1	3052091	S	109	0	109	0.00001
Bacillus sp. Cs-700	2589818	S	68	111	179	0.00002
Bacillus sp. WP8	756828	S	59	62	121	0.00001
Bacillus sp. FDAARGOS_527	2576356	S	39	216	255	0.00003
Bacillus sp. N1-1	2682541	S	38	58	96	0.00001
Bacillus sp. NSP9.1	1071078	S	30	0	30	0.00000
Bacillus sp. BD59S	2499213	S	19	20	39	0.00000
Bacillus sp. ZJS3	2928154	S	16	0	16	0.00000
Bacillus sp. SB49	1071080	S	12	0	12	0.00000
Bacillus sp. LJBV19	2821409	S	10	25	35	0.00000
Bacillus cereus	1396	S	490	2318	2808	0.00031
Bacillus thuringiensis	1428	S	454	499	953	0.00010
Bacillus cytotoxicus	580165	S	149	10	159	0.00002
Bacillus pseudomycoides	64104	S	139	9	148	0.00002
Bacillus mycoides	1405	S	125	15	140	0.00002
Bacillus wiedmannii	1890302	S	71	9	80	0.00001
Bacillus tropicus	2026188	S	67	286	353	0.00004
Bacillus nitratireducens	2026193	S	55	0	55	0.00001
Bacillus toyonensis	155322	S	36	46	82	0.00001
Bacillus paranthracis	2026186	S	36	115	151	0.00002
Bacillus anthracis	1392	S	24	290	314	0.00003
Bacillus luti	2026191	S	19	2	21	0.00000
Bacillus pacificus	2026187	S	12	15	27	0.00000
Bacillus pumilus	1408	S	409	66	475	0.00005
Bacillus infantis	324767	S	365	17	382	0.00004
Bacillus badius	1455	S	252	0	252	0.00003
Bacillus dafuensis	1742359	S	233	16	249	0.00003
Bacillus smithii	1479	S	226	138	364	0.00004
Bacillus methanolicus	1471	S	209	3	212	0.00002
Bacillus altitudinis	293387	S	194	139	333	0.00004
Bacillus glycinifermentans	1664069	S	191	8	199	0.00002
Bacillus weihaiensis	1547283	S	182	11	193	0.00002
Bacillus aquiflavi	2672567	S	152	0	152	0.00002
Bacillus gobiensis	1441095	S	151	5	156	0.00002
Bacillus fonticola	2728853	S	132	9	141	0.00002
Bacillus safensis	561879	S	114	34	148	0.00002
Bacillus shivajii	1983719	S	85	0	85	0.00001
Bacillus carboniphilus	86663	S	84	0	84	0.00001
Bacillus arachidis	2819290	S	66	0	66	0.00001
Bacillus rugosus	2715209	S	40	0	40	0.00000
Bacillus cabrialesii	2487276	S	36	0	36	0.00000
Bacillus zhangzhouensis	1178540	S	23	2	25	0.00000
Lysinibacillus sp. 2017	2169540	S	217	81	298	0.00003
Lysinibacillus sp. PLM2	2929796	S	209	0	209	0.00002
Lysinibacillus sp. IRB4-01	2998077	S	188	0	188	0.00002
Lysinibacillus sp. SGAir0095	2070463	S	185	40	225	0.00002
Lysinibacillus sp. 1 U-2021	3039426	S	88	0	88	0.00001
Lysinibacillus sp. Ag94	2936682	S	83	0	83	0.00001
Lysinibacillus sp. OF-1	2972483	S	78	0	78	0.00001
Lysinibacillus sp. CD3-6	2892541	S	65	0	65	0.00001
Lysinibacillus sp. G01H	3026425	S	21	0	21	0.00000
Lysinibacillus sp. GJ-1	2896845	S	17	0	17	0.00000
Lysinibacillus fusiformis	28031	S	248	374	622	0.00007
Lysinibacillus sphaericus	1421	S	180	227	407	0.00004
Lysinibacillus pakistanensis	759811	S	164	0	164	0.00002
Lysinibacillus timonensis	2086577	S	147	30	177	0.00002
Lysinibacillus agricola	2590012	S	110	42	152	0.00002
Lysinibacillus parviboronicapiens	436516	S	104	0	104	0.00001
Lysinibacillus capsici	2115968	S	31	0	31	0.00000
Neobacillus sp. DY30	3047871	S	305	0	305	0.00003
Neobacillus sp. Marseille-Q6967	2963105	S	205	0	205	0.00002
Neobacillus sp. 114	3048535	S	194	0	194	0.00002
Neobacillus sp. WH10	3047873	S	169	0	169	0.00002
Neobacillus sp. YX16	3047874	S	135	0	135	0.00001
Neobacillus sp. SuZ13	3047875	S	123	0	123	0.00001
Neobacillus drentensis	220684	S	184	0	184	0.00002
Neobacillus novalis	220687	S	179	0	179	0.00002
Neobacillus mesonae	1193713	S	169	41	210	0.00002
Neobacillus cucumis	1740721	S	165	15	180	0.00002
Priestia megaterium	1404	S	650	1947	2597	0.00029
Priestia filamentosa	1402861	S	215	8	223	0.00002
Priestia koreensis	284581	S	175	0	175	0.00002
Priestia flexa	86664	S	169	18	187	0.00002
Priestia aryabhattai	412384	S	81	310	391	0.00004
Geobacillus subterraneus	129338	S	234	25	259	0.00003
Geobacillus sp. E263	391290	S	56	159	215	0.00002
Geobacillus sp. Y412MC52	550542	S	44	2635	2679	0.00030
Geobacillus sp. 46C-IIa	1963025	S	39	2	41	0.00000
Geobacillus sp. C56-T3	691437	S	12	3	15	0.00000
Geobacillus stearothermophilus	1422	S	145	25	170	0.00002
Geobacillus genomosp. 3	1921421	S	120	9	129	0.00001
Geobacillus thermocatenulatus	33938	S	91	9	100	0.00001
Geobacillus thermoleovorans	33941	S	12	15	27	0.00000
Geobacillus thermodenitrificans	33940	S	13	8	21	0.00000
Peribacillus frigoritolerans	450367	S	265	623	888	0.00010
Peribacillus asahii	228899	S	262	43	305	0.00003
Peribacillus muralis	264697	S	231	44	275	0.00003
Peribacillus simplex	1478	S	190	205	395	0.00004
Peribacillus psychrosaccharolyticus	1407	S	135	14	149	0.00002
Peribacillus butanolivorans	421767	S	70	38	108	0.00001
Virgibacillus sp. MSP4-1	2700081	S	178	6	184	0.00002
Virgibacillus sp. NKC19-16	2831673	S	156	0	156	0.00002
Virgibacillus sp. SK37	403957	S	91	26	117	0.00001
Virgibacillus sp. Bac330	2419841	S	38	10	48	0.00001
Virgibacillus sp. Bac332	2419842	S	23	2	25	0.00000
Virgibacillus sp. 6R	1911587	S	17	184	201	0.00002
Virgibacillus halodenitrificans	1482	S	146	29	175	0.00002
Virgibacillus phasianinus	2017483	S	117	2	119	0.00001
Virgibacillus natechei	1216297	S	110	0	110	0.00001
Virgibacillus necropolis	163877	S	90	2	92	0.00001
Virgibacillus dokdonensis	302167	S	36	11	47	0.00001
Heyndrickxia coagulans	1398	S	370	20	390	0.00004
Heyndrickxia oleronia	38875	S	185	23	208	0.00002
Heyndrickxia vini	1476025	S	111	4	115	0.00001
Mesobacillus sp. AQ2	3043332	S	174	0	174	0.00002
Mesobacillus sp. S13	2880221	S	106	0	106	0.00001
Mesobacillus jeotgali	129985	S	266	66	332	0.00004
Mesobacillus foraminis	279826	S	248	30	278	0.00003
Mesobacillus subterraneus	285983	S	111	0	111	0.00001
Cytobacillus firmus	1399	S	198	0	198	0.00002
Cytobacillus gottheilii	859144	S	176	0	176	0.00002
Cytobacillus kochii	859143	S	166	152	318	0.00004
Cytobacillus solani	1637975	S	139	0	139	0.00002
Cytobacillus spongiae	2901381	S	119	0	119	0.00001
Cytobacillus oceanisediminis	665099	S	11	14	25	0.00000
Oceanobacillus iheyensis	182710	S	317	38	355	0.00004
Oceanobacillus jeddahense	1462527	S	198	0	198	0.00002
Oceanobacillus kimchii	746691	S	160	22	182	0.00002
Oceanobacillus oncorhynchi	545501	S	134	0	134	0.00001
Oceanobacillus zhaokaii	2052660	S	105	3	108	0.00001
Halobacillus sp. SSBR10-3	2932257	S	172	0	172	0.00002
Halobacillus sp. SSHM10-5	2932259	S	122	0	122	0.00001
Halobacillus sp. SSTM10-2	2932258	S	78	0	78	0.00001
Halobacillus sp. ACCC02827	3052090	S	28	0	28	0.00000
Halobacillus litoralis	45668	S	216	17	233	0.00003
Halobacillus naozhouensis	554880	S	94	0	94	0.00001
Halobacillus mangrovi	402384	S	93	5	98	0.00001
Halobacillus halophilus	1570	S	65	7	72	0.00001
Niallia sp. RD1	2962858	S	232	0	232	0.00003
Niallia sp. Man26	2912824	S	181	0	181	0.00002
Niallia circulans	1397	S	386	27	413	0.00005
Fictibacillus enclensis	1017270	S	279	0	279	0.00003
Fictibacillus phosphorivorans	1221500	S	242	15	257	0.00003
Fictibacillus sp. KU28468	2991053	S	168	0	168	0.00002
Fictibacillus arsenicus	255247	S	100	5	105	0.00001
Metabacillus sp. cB07	2806989	S	255	15	270	0.00003
Metabacillus sp. KUDC1714	2745198	S	75	57	132	0.00001
Metabacillus sp. B2-18	2897333	S	37	0	37	0.00000
Metabacillus sediminilitoris	2567941	S	128	10	138	0.00002
Metabacillus litoralis	152268	S	106	85	191	0.00002
Metabacillus endolithicus	1535204	S	48	0	48	0.00001
Anoxybacillus amylolyticus	294699	S	219	11	230	0.00003
Anoxybacillus sp. PDR2	1636720	S	38	163	201	0.00002
Anoxybacillus caldiproteolyticus	247480	S	134	9	143	0.00002
Anoxybacillus flavithermus	33934	S	104	55	159	0.00002
Anoxybacillus gonensis	198467	S	69	29	98	0.00001
Anoxybacillus sediminis	2613334	S	51	0	51	0.00001
Parageobacillus thermoglucosidasius	1426	S	282	921	1203	0.00013
Parageobacillus sp. KH3-4	2916802	S	123	0	123	0.00001
Parageobacillus caldoxylosilyticus	81408	S	112	0	112	0.00001
Parageobacillus toebii	153151	S	37	159	196	0.00002
Parageobacillus genomosp. 1	1295642	S	30	5	35	0.00000
Rossellomorea marisflavi	189381	S	345	28	373	0.00004
Rossellomorea sp. KS-H15a	2963940	S	27	0	27	0.00000
Rossellomorea sp. DA94	3038653	S	24	0	24	0.00000
Rossellomorea vietnamensis	218284	S	78	4	82	0.00001
Lentibacillus amyloliquefaciens	1472767	S	261	4	265	0.00003
Lentibacillus sp. CBA3610	2518176	S	199	2	201	0.00002
Lentibacillus daqui	2911514	S	160	0	160	0.00002
Salicibibacter halophilus	2502791	S	215	37	252	0.00003
Salicibibacter kimchii	2099786	S	109	2	111	0.00001
Salicibibacter cibi	2743001	S	74	1	75	0.00001
Salicibibacter cibarius	2743000	S	63	7	70	0.00001
Salisediminibacterium beveridgei	632773	S	252	10	262	0.00003
Salisediminibacterium selenitireducens	85683	S	229	0	229	0.00003
Gracilibacillus sp. SSPM10-3	2932255	S	194	0	194	0.00002
Gracilibacillus sp. SSWR10-1	2932256	S	139	0	139	0.00002
Gracilibacillus salitolerans	2663022	S	136	3	139	0.00002
Shouchella clausii	79880	S	152	4	156	0.00002
Shouchella lehensis	300825	S	80	2	82	0.00001
Shouchella miscanthi	2598861	S	15	0	15	0.00000
Psychrobacillus glaciei	2283160	S	202	29	231	0.00003
Psychrobacillus sp. INOP01	2829187	S	142	0	142	0.00002
Psychrobacillus sp. AK 1817	2303505	S	10	16	26	0.00000
Alkalihalobacillus sp. LMS39	2924032	S	132	0	132	0.00001
Alkalihalobacillus sp. AL-G	2926399	S	132	0	132	0.00001
Alkalihalobacillus sp. LMS6	2924034	S	94	0	94	0.00001
Evansella cellulosilytica	1413	S	191	6	197	0.00002
Evansella sp. LMS18	2924033	S	152	0	152	0.00002
Terribacillus sp. DMT04	2850441	S	172	0	172	0.00002
Terribacillus goriensis	386490	S	143	4	147	0.00002
Sutcliffiella horikoshii	79883	S	209	8	217	0.00002
Sutcliffiella cohnii	33932	S	34	2	36	0.00000
Radiobacillus kanasensis	2844358	S	201	0	201	0.00002
Radiobacillus deserti	2594883	S	114	3	117	0.00001
Pontibacillus sp. ALD_SL1	2777185	S	149	2	151	0.00002
Pontibacillus sp. HMF3514	2692425	S	72	1	73	0.00001
Pontibacillus chungwhensis	265426	S	82	0	82	0.00001
Salimicrobium jeotgali	1230341	S	306	17	323	0.00004
Sediminibacillus dalangtanensis	2729421	S	297	11	308	0.00003
Fervidibacillus albus	2980026	S	153	0	153	0.00002
Fervidibacillus halotolerans	2980027	S	100	0	100	0.00001
Caldalkalibacillus thermarum	296745	S	241	0	241	0.00003
Anaerobacillus isosaccharinicus	1532552	S	237	18	255	0.00003
Caldibacillus thermoamylovorans	35841	S	203	53	256	0.00003
Halalkalibacter krulwichiae	199441	S	196	16	212	0.00002
Lederbergia lenta	1467	S	193	9	202	0.00002
Paraliobacillus zengyii	2213194	S	172	7	179	0.00002
Alkalihalophilus pseudofirmus	79885	S	159	7	166	0.00002
Pradoshia sp. D12	2651284	S	155	9	164	0.00002
Siminovitchia fortis	254758	S	145	0	145	0.00002
Gottfriedia acidiceleris	371036	S	135	0	135	0.00001
Amphibacillus xylanus	1449	S	126	4	130	0.00001
Pseudalkalibacillus hwajinpoensis	208199	S	112	0	112	0.00001
Halalkalibacterium halodurans	86665	S	111	7	118	0.00001
Aeribacillus pallidus	33936	S	110	62	172	0.00002
Salipaludibacillus sp. LMS25	2924031	S	108	0	108	0.00001
Mangrovibacillus cuniculi	2593652	S	99	0	99	0.00001
Ectobacillus sp. JY-23	2933872	S	90	0	90	0.00001
Allobacillus halotolerans	570278	S	85	0	85	0.00001
Paenalkalicoccus suaedae	2592382	S	63	1	64	0.00001
Staphylococcus cohnii	29382	S	936	407	1343	0.00015
Staphylococcus aureus	1280	S	888	1730	2618	0.00029
Staphylococcus haemolyticus	1283	S	583	218	801	0.00009
Staphylococcus sp. 17KM0847	2583989	S	94	7	101	0.00001
Staphylococcus sp. IVB6238	2989770	S	58	0	58	0.00001
Staphylococcus sp. MI 10-1553	1912064	S	56	5	61	0.00001
Staphylococcus sp. IVB6181	2929481	S	51	0	51	0.00001
Staphylococcus sp. SB1-57	2813777	S	11	261	272	0.00003
Staphylococcus simulans	1286	S	169	17	186	0.00002
Staphylococcus hominis	1290	S	168	48	216	0.00002
Staphylococcus delphini	53344	S	87	18	105	0.00001
Staphylococcus pseudintermedius	283734	S	55	16	71	0.00001
Staphylococcus condimenti	70255	S	158	15	173	0.00002
Staphylococcus epidermidis	1282	S	134	48	182	0.00002
Staphylococcus hyicus	1284	S	126	14	140	0.00002
Staphylococcus simiae	308354	S	126	10	136	0.00001
Staphylococcus chromogenes	46126	S	118	14	132	0.00001
Staphylococcus devriesei	586733	S	118	0	118	0.00001
Staphylococcus lugdunensis	28035	S	116	10	126	0.00001
Staphylococcus capitis	29388	S	108	38	146	0.00002
Staphylococcus saprophyticus	29385	S	102	20	122	0.00001
Staphylococcus pettenkoferi	170573	S	101	9	110	0.00001
Staphylococcus edaphicus	1955013	S	101	0	101	0.00001
Staphylococcus xylosus	1288	S	100	9	109	0.00001
Staphylococcus auricularis	29379	S	93	7	100	0.00001
Staphylococcus carnosus	1281	S	92	9	101	0.00001
Staphylococcus piscifermentans	70258	S	90	0	90	0.00001
Staphylococcus kloosii	29384	S	81	8	89	0.00001
Staphylococcus pasteuri	45972	S	80	11	91	0.00001
Staphylococcus coagulans	74706	S	78	0	78	0.00001
Staphylococcus lutrae	155085	S	77	5	82	0.00001
Staphylococcus argenteus	985002	S	75	117	192	0.00002
Staphylococcus equorum	246432	S	70	55	125	0.00001
Staphylococcus muscae	1294	S	68	5	73	0.00001
Staphylococcus roterodami	2699836	S	65	0	65	0.00001
Staphylococcus felis	46127	S	64	5	69	0.00001
Staphylococcus agnetis	985762	S	61	5	66	0.00001
Staphylococcus gallinarum	1293	S	60	0	60	0.00001
Staphylococcus warneri	1292	S	56	29	85	0.00001
Staphylococcus casei	201828	S	56	0	56	0.00001
Staphylococcus lloydii	2781774	S	55	5	60	0.00001
Staphylococcus arlettae	29378	S	54	35	89	0.00001
Staphylococcus schleiferi	1295	S	50	28	78	0.00001
Staphylococcus caprae	29380	S	48	11	59	0.00001
Staphylococcus nepalensis	214473	S	43	3	46	0.00001
Staphylococcus saccharolyticus	33028	S	33	2	35	0.00000
Staphylococcus ratti	2892440	S	32	0	32	0.00000
Staphylococcus shinii	2912228	S	26	0	26	0.00000
Staphylococcus pseudoxylosus	2282419	S	21	2	23	0.00000
Staphylococcus debuckii	2044912	S	17	1	18	0.00000
Staphylococcus schweitzeri	1654388	S	15	2	17	0.00000
Staphylococcus ureilyticus	94138	S	10	0	10	0.00000
Macrococcus canis	1855823	S	191	34	225	0.00002
Macrococcus bovicus	69968	S	107	0	107	0.00001
Macrococcus caseolyticus	69966	S	94	32	126	0.00001
Macrococcus armenti	2875764	S	90	0	90	0.00001
Macrococcus equipercicus	69967	S	84	0	84	0.00001
Macrococcus brunensis	198483	S	84	0	84	0.00001
Macrococcus epidermidis	1902580	S	79	0	79	0.00001
Macrococcus bohemicus	1903056	S	35	159	194	0.00002
Macrococcus sp. IME1552	1898474	S	11	50	61	0.00001
Mammaliicoccus sciuri	1296	S	290	65	355	0.00004
Mammaliicoccus lentus	42858	S	115	76	191	0.00002
Mammaliicoccus sp. Marseille-Q6498	2962659	S	103	0	103	0.00001
Mammaliicoccus stepanovicii	643214	S	87	7	94	0.00001
Mammaliicoccus vitulinus	71237	S	64	9	73	0.00001
Jeotgalicoccus sp. ATCC 8456	946435	S	152	75	227	0.00003
Jeotgalicoccus sp. WY2	2708346	S	94	0	94	0.00001
Jeotgalicoccus saudimassiliensis	1461582	S	133	32	165	0.00002
Salinicoccus halodurans	407035	S	223	14	237	0.00003
Nosocomiicoccus ampullae	489910	S	86	0	86	0.00001
Abyssicoccus albus	1817405	S	68	8	76	0.00001
Planococcus sp. N022	3058393	S	182	0	182	0.00002
Planococcus sp. N016	3058398	S	174	0	174	0.00002
Planococcus sp. MB-3u-03	2058136	S	122	93	215	0.00002
Planococcus sp. 107-1	2908840	S	100	0	100	0.00001
Planococcus sp. N056	3058394	S	81	0	81	0.00001
Planococcus sp. PAMC 21323	1526927	S	74	21	95	0.00001
Planococcus maritimus	192421	S	339	164	503	0.00006
Planococcus lenghuensis	2213202	S	327	22	349	0.00004
Planococcus massiliensis	1499687	S	219	19	238	0.00003
Planococcus halotolerans	2233542	S	151	0	151	0.00002
Planococcus antarcticus	161360	S	136	21	157	0.00002
Planococcus glaciei	459472	S	133	25	158	0.00002
Planococcus versutus	1302659	S	115	31	146	0.00002
Planococcus plakortidis	1038856	S	114	44	158	0.00002
Planococcus rifietoensis	200991	S	92	49	141	0.00002
Planococcus donghaensis	414778	S	73	23	96	0.00001
Planococcus halocryophilus	1215089	S	70	20	90	0.00001
Planococcus faecalis	1598147	S	19	63	82	0.00001
Planococcus kocurii	1374	S	18	64	82	0.00001
Sporosarcina sp. 0.2-SM1T-5	3056445	S	333	0	333	0.00004
Sporosarcina sp. Te-1	2818390	S	197	22	219	0.00002
Sporosarcina sp. Marseille-Q4943	2942204	S	178	0	178	0.00002
Sporosarcina sp. Marseille-Q4063	2810514	S	105	0	105	0.00001
Sporosarcina sp. PTS2304	2283194	S	87	13	100	0.00001
Sporosarcina sp. P37	1930546	S	60	131	191	0.00002
Sporosarcina sp. resist	2762563	S	30	150	180	0.00002
Sporosarcina sp. P33	1930764	S	20	50	70	0.00001
Sporosarcina ureae	1571	S	373	51	424	0.00005
Sporosarcina thermotolerans	633404	S	115	0	115	0.00001
Sporosarcina pasteurii	1474	S	55	10	65	0.00001
Sporosarcina ureilytica	298596	S	35	6	41	0.00000
Sporosarcina psychrophila	1476	S	13	77	90	0.00001
Solibacillus sp. ZS111008	2912187	S	151	0	151	0.00002
Solibacillus sp. R5-41	2048654	S	110	34	144	0.00002
Solibacillus silvestris	76853	S	228	63	291	0.00003
Kurthia sp. YJT4	3049086	S	37	0	37	0.00000
Kurthia sp. 11kri321	1750719	S	12	2	14	0.00000
Kurthia zopfii	1650	S	121	25	146	0.00002
Ureibacillus thermophilus	367743	S	125	113	238	0.00003
Ureibacillus thermosphaericus	51173	S	117	208	325	0.00004
Rummeliibacillus sp. G93	2939494	S	85	0	85	0.00001
Rummeliibacillus stabekisii	241244	S	40	7	47	0.00001
Viridibacillus sp. JNUCC-6	2779527	S	229	35	264	0.00003
Paenisporosarcina cavernae	2320858	S	104	25	129	0.00001
Paenisporosarcina antarctica	417367	S	103	10	113	0.00001
Jeotgalibacillus malaysiensis	1508404	S	95	10	105	0.00001
Alicyclobacillus acidocaldarius	405212	S	643	47	690	0.00008
Alicyclobacillus sp. SO9	2665646	S	260	88	348	0.00004
Alicyclobacillus sp. ALC3	2796143	S	192	0	192	0.00002
Alicyclobacillus sp. TC	2606450	S	88	9	97	0.00001
Alicyclobacillus cycloheptanicus	1457	S	402	0	402	0.00004
Alicyclobacillus fastidiosus	392011	S	382	0	382	0.00004
Alicyclobacillus mengziensis	2931921	S	213	0	213	0.00002
Alicyclobacillus dauci	1475485	S	163	0	163	0.00002
Alicyclobacillus acidoterrestris	1450	S	129	0	129	0.00001
Tumebacillus avium	1903704	S	498	110	608	0.00007
Tumebacillus algifaecis	1214604	S	209	43	252	0.00003
Effusibacillus dendaii	2743772	S	324	25	349	0.00004
Kyrpidia spormannii	2055160	S	108	45	153	0.00002
Kyrpidia tusciae	33943	S	100	67	167	0.00002
Exiguobacterium sp. Helios	2735868	S	158	62	220	0.00002
Exiguobacterium sp. N4-1P	2051906	S	65	8	73	0.00001
Exiguobacterium sp. AT1b	360911	S	33	2	35	0.00000
Exiguobacterium sp. MH3	1399115	S	15	20	35	0.00000
Exiguobacterium sp. ZWU0009	1224749	S	12	111	123	0.00001
Exiguobacterium acetylicum	41170	S	263	495	758	0.00008
Exiguobacterium antarcticum	132920	S	176	36	212	0.00002
Exiguobacterium aurantiacum	33987	S	120	0	120	0.00001
Exiguobacterium alkaliphilum	1428684	S	100	0	100	0.00001
Exiguobacterium mexicanum	340146	S	89	32	121	0.00001
Exiguobacterium marinum	273528	S	78	0	78	0.00001
Exiguobacterium sibiricum	332410	S	59	25	84	0.00001
Gemella sp. zg-570	2840371	S	202	0	202	0.00002
Gemella sp. oral taxon 928	1785995	S	100	262	362	0.00004
Gemella sp. ND 6198	2040624	S	11	79	90	0.00001
Gemella haemolysans	1379	S	309	26	335	0.00004
Gemella morbillorum	29391	S	304	66	370	0.00004
Gemella sanguinis	84135	S	195	20	215	0.00002
Hydrogenibacillus sp. N12	2866627	S	337	0	337	0.00004
Listeria monocytogenes	1639	S	642	344	986	0.00011
Listeria innocua	1642	S	173	152	325	0.00004
Listeria ivanovii	1638	S	143	24	167	0.00002
Listeria seeligeri	1640	S	135	25	160	0.00002
Listeria grayi	1641	S	118	10	128	0.00001
Listeria weihenstephanensis	1006155	S	104	3	107	0.00001
Listeria sp. PSOL-1	1844999	S	98	5	103	0.00001
Listeria welshimeri	1643	S	82	45	127	0.00001
Listeria newyorkensis	1497681	S	65	0	65	0.00001
